Coin 	BuyDate 	CloseDate 	Quantity 	BuyPrice 	SellPrice 	Spent USDT 	Gained USDT 	ProfitUSDT 	Profit 	ChannelName 	SellReason 	dBTC 	d24BTC 	dMarket 	dM24 	bvsv 	dBTC5m 	Pump1H 	Dump1H 	d24h 	d3h 	d1h 	d15m 	d5m 	d1m 	dBTC1m 	PriceBug 	Vd1m 	H. Vol 	D. Vol
ONT 	2022-03-29 15:25:17 	2022-03-29 15:27:00 	151.2 \ 151.2 	0.66130000 	0.65250000 	5.00142777 	3.59140918 	-1.41 	-28.2% 	(strategy <d120s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.6525 BidEMA: 0.6525 LastPrice = 0.6526 BuyPrice = 0.6613 (strategy <d120s1 M+>); StopLoss fixed: 0.6534 AllowedDrop: BUY -15.0% spread 	-0.19 	0.45 	0 	2.08 	0.7 	0.15 	5.36 	0.45 	11.08 	6.24 	5.84 	5.48 	3.79 	2.71 	0.05 	0 	38.21 	6.1 m 	36.2 m
ZRX 	2022-03-29 15:21:47 	2022-03-29 15:25:34 	135.9 \ 135.9 	0.73580000 	0.73770000 	5.00176090 	5.17987148 	0.18 	3.6% 	(strategy <d180s1 M+>) 	Auto Price Down 	-0.17 	0.53 	0.01 	2.11 	0.48 	0.17 	1.67 	0.64 	9.16 	4.53 	2.38 	1.58 	1.46 	0.47 	0.05 	0 	2.66 	5.3 m 	44.1 m
CHR 	2022-03-29 15:18:50 	2022-03-29 15:28:31 	174.0 \ 174.0 	0.57550000 	0.57030000 	5.00885274 	4.02430509 	-0.98 	-19.7% 	(strategy <d120s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.5703 BidEMA: 0.5703 LastPrice = 0.5705 BuyPrice = 0.5755 (strategy <d120s1 M+>); StopLoss fixed: 0.5709 AllowedDrop: BUY -14.0% spread 	-0.09 	0.62 	0.05 	2.16 	1.9 	0.11 	4.13 	0.15 	12.68 	6.18 	4.29 	4.29 	1.43 	0.87 	0.06 	0 	1.44 	7.3 m 	158.0 m
ARPA 	2022-03-29 15:18:02 	2022-03-29 15:22:13 	1164.0 \ 1164.0 	0.08588000 	0.08610000 	5.00021529 	5.17622143 	0.18 	3.5% 	(strategy <d120s1 M+>) 	Auto Price Down 	-0.16 	0.58 	0.07 	2.11 	1.43 	0.18 	2.87 	0.67 	18.42 	5.41 	3.72 	1.84 	2.52 	1.95 	0.09 	0 	2.22 	3.9 m 	55.0 m
ARPA 	2022-03-29 15:18:02 	2022-03-29 15:19:55 	1167.0 \ 1167.0 	0.08571000 	0.08617000 	5.00317897 	5.45976542 	0.46 	9.1% 	(strategy <d180s1.2 M+>) 	Auto Price Down 	-0.15 	0.59 	0.05 	2.08 	4.31 	0.19 	2.87 	0.67 	18.42 	5.41 	3.72 	1.84 	2.52 	1.95 	0.09 	0 	2.22 	3.9 m 	55.0 m
ARPA 	2022-03-29 15:18:01 	2022-03-29 15:23:13 	1163.0 \ 1163.0 	0.08596000 	0.08622000 	5.00057343 	5.22285533 	0.22 	4.4% 	(strategy <d120s1.2 M+>) 	Auto Price Down 	-0.16 	0.58 	0.02 	2.1 	1.35 	0.18 	2.87 	0.67 	18.42 	5.41 	3.72 	1.84 	2.5 	1.94 	0.07 	0 	1.29 	3.9 m 	55.0 m
CHR 	2022-03-29 15:17:52 	2022-03-29 15:28:11 	174.0 \ 174.0 	0.57610000 	0.57120000 	5.01407483 	4.08162278 	-0.93 	-18.6% 	(strategy <d150s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.5712 BidEMA: 0.5712 LastPrice = 0.5713 BuyPrice = 0.5761 (strategy <d150s1 M+>); StopLoss fixed: 0.5715 AllowedDrop: BUY -14.0% spread 	-0.05 	0.65 	0.1 	2.21 	0.97 	0.11 	4.07 	0.21 	12.68 	6.18 	4.29 	4.29 	1.43 	0.45 	0.06 	0 	0.62 	7.3 m 	158.0 m
BCH 	2022-03-29 15:13:04 	2022-03-29 15:20:11 	0.261 \ 0.261 	382.81000000 	383.58000000 	4.99766877 	5.11862768 	0.12 	2.4% 	(strategy <d180s1 M+>) 	Auto Price Down 	-0.08 	0.63 	0.05 	2.16 	2.18 	0.11 	1.64 	0.86 	6.33 	2.79 	2.52 	2.45 	1.8 	0.31 	0.05 	0 	7.51 	10.5 m 	145.3 m
1INCH 	2022-03-29 15:10:27 	2022-03-29 15:48:43 	54.0 \ 54.0 	1.85050000 	1.83430000 	4.99834854 	4.04395689 	-0.95 	-19.1% 	(strategy <d150s1.2 M+>) 	StopLoss AutoActivated on price drop: BID = 1.8343 BidEMA: 1.8343 LastPrice = 1.8347 BuyPrice = 1.8505 (strategy <d150s1.2 M+>); StopLoss fixed: 1.8357 AllowedDrop: BUY -14.0% spre 	-0.11 	0.61 	0.15 	2.31 	0.32 	0.19 	4.34 	0.17 	12.38 	5.86 	4.88 	2.45 	1.64 	0.98 	0.06 	0 	5.88 	18.9 m 	77.7 m
HBAR 	2022-03-29 15:10:23 	2022-03-29 15:12:51 	385.0 \ 385.0 	0.25996000 	0.26108000 	5.00623169 	5.35719156 	0.35 	7.0% 	(strategy <d180s1 M+>) 	Auto Price Down 	-0.11 	0.61 	0.2 	2.34 	0.62 	0.19 	6.48 	0.27 	9.55 	6.78 	6.78 	6.19 	5.03 	2.73 	0.07 	0 	108.43 	9.2 m 	45.7 m
HBAR 	2022-03-29 15:10:22 	2022-03-29 15:12:47 	385.0 \ 385.0 	0.25960000 	0.26072000 	4.99929892 	5.35036967 	0.35 	7.0% 	(strategy <d120s1 M+>) 	Auto Price Down 	-0.07 	0.64 	0.23 	2.35 	0.37 	0.19 	6.48 	0.27 	9.55 	6.78 	6.78 	6.19 	5.33 	2.73 	0.07 	0 	108.2 	9.2 m 	45.7 m
HBAR 	2022-03-29 15:10:21 	2022-03-29 15:12:54 	385.0 \ 385.0 	0.26004000 	0.26103000 	5.00777231 	5.30867756 	0.3 	6.0% 	(strategy <d150s1 M+>) 	Auto Price Down 	-0.09 	0.63 	0.2 	2.34 	0.35 	0.19 	6.48 	0.27 	9.55 	6.78 	6.78 	6.19 	5.22 	2.73 	0.07 	0 	107.84 	9.2 m 	45.7 m
1INCH 	2022-03-29 15:10:21 	2022-03-29 15:21:34 	54.0 \ 54.0 	1.85200000 	1.83510000 	5.00240016 	4.01015883 	-0.99 	-19.8% 	(strategy <d180s1.2 M+>) 	StopLoss AutoActivated on price drop: BID = 1.8351 BidEMA: 1.8351 LastPrice = 1.8359 BuyPrice = 1.8520 (strategy <d180s1.2 M+>); StopLoss fixed: 1.8372 AllowedDrop: BUY -14.0% spre 	-0.09 	0.63 	0.2 	2.34 	0.27 	0.19 	4.34 	0.17 	12.38 	5.86 	4.88 	2.38 	1.5 	0.85 	0.07 	0 	4.33 	18.9 m 	77.7 m
1INCH 	2022-03-29 15:10:19 	2022-03-29 15:21:34 	54.0 \ 54.0 	1.85230000 	1.83510000 	5.00321048 	3.99476268 	-1.01 	-20.2% 	(strategy <d150s1 M+>) 	StopLoss AutoActivated on price drop: BID = 1.8351 BidEMA: 1.8351 LastPrice = 1.8359 BuyPrice = 1.8523 (strategy <d150s1 M+>); StopLoss fixed: 1.8375 AllowedDrop: BUY -14.0% spread 	-0.07 	0.64 	0.23 	2.35 	0.16 	0.19 	4.34 	0.17 	12.38 	5.86 	4.88 	2.38 	1.46 	0.81 	0.07 	0 	4.15 	18.9 m 	77.7 m
1INCH 	2022-03-29 15:10:17 	2022-03-29 15:18:55 	54.0 \ 54.0 	1.85410000 	1.83800000 	5.00807243 	4.05892310 	-0.95 	-19.0% 	(strategy <d120s1 M+>) 	StopLoss AutoActivated on price drop: BID = 1.8380 BidEMA: 1.8380 LastPrice = 1.8382 BuyPrice = 1.8541 (strategy <d120s1 M+>); StopLoss fixed: 1.8393 AllowedDrop: BUY -14.0% spread 	-0.07 	0.64 	0.23 	2.35 	0.14 	0.19 	4.34 	0.17 	12.38 	5.86 	4.88 	2.26 	1.46 	0.81 	0.09 	0 	3.62 	18.9 m 	77.7 m
1INCH 	2022-03-29 15:10:11 	2022-03-29 15:16:58 	54.0 \ 54.0 	1.85690000 	1.84110000 	5.01563545 	4.08255868 	-0.93 	-18.6% 	(strategy <d180s1 M+>) 	StopLoss AutoActivated on price drop: BID = 1.8411 BidEMA: 1.8411 LastPrice = 1.8414 BuyPrice = 1.8569 (strategy <d180s1 M+>); StopLoss fixed: 1.8420 AllowedDrop: BUY -14.0% spread 	-0.07 	0.64 	0.24 	2.37 	0.53 	0.2 	4.37 	0.14 	12.38 	5.86 	4.88 	2.08 	1.14 	0.49 	0.09 	0 	2.71 	18.9 m 	77.7 m
HBAR 	2022-03-29 15:09:33 	2022-03-29 15:09:39 	390.0 \ 390.0 	0.25669000 	0.25818000 	5.00745718 	5.50823749 	0.5 	10.0% 	(strategy <d180s1 M+>) 	Sell Price 	-0.11 	0.6 	0.17 	2.29 	0.41 	0.21 	5.27 	0.26 	9.55 	5.76 	5.53 	4.95 	3.96 	1.4 	0.09 	0 	48.97 	9.2 m 	45.7 m
HBAR 	2022-03-29 15:09:31 	2022-03-29 15:09:39 	389.0 \ 389.0 	0.25708000 	0.25857000 	5.00220608 	5.50158097 	0.5 	10.0% 	(strategy <d150s1 M+>) 	Sell Price 	-0.11 	0.6 	0.17 	2.29 	0.45 	0.21 	5.26 	0.26 	9.55 	5.76 	5.53 	4.95 	3.96 	1.31 	0.09 	0 	49.29 	9.2 m 	45.7 m
HBAR 	2022-03-29 15:09:29 	2022-03-29 15:09:39 	389.0 \ 389.0 	0.25708000 	0.25857000 	5.00220608 	5.50158097 	0.5 	10.0% 	(strategy <d120s1 M+>) 	Sell Price 	-0.12 	0.59 	0.18 	2.31 	0.51 	0.21 	5.26 	0.26 	9.55 	5.76 	5.53 	4.95 	3.96 	1.32 	0.09 	0 	49.05 	9.2 m 	45.7 m
HBAR 	2022-03-29 15:04:56 	2022-03-29 15:06:13 	398.0 \ 398.0 	0.25114000 	0.25259000 	4.99968507 	5.49659129 	0.5 	9.9% 	(strategy <d120s1.2 M+>) 	Auto Price Down 	-0.1 	0.62 	0.01 	2.05 	0.59 	0.2 	3.98 	0.09 	9.55 	5.76 	4.18 	3.5 	3.62 	1.07 	0.12 	0 	20.11 	9.2 m 	45.7 m
HBAR 	2022-03-29 15:04:53 	2022-03-29 15:06:13 	398.0 \ 398.0 	0.25138000 	0.25271000 	5.00446298 	5.45355189 	0.45 	9.0% 	(strategy <d180s1 M+>) 	Auto Price Down 	-0.09 	0.62 	0.01 	2.05 	0.3 	0.2 	3.98 	0.09 	9.55 	5.76 	4.18 	3.5 	3.62 	0.78 	0.12 	0 	17.98 	9.2 m 	45.7 m
HBAR 	2022-03-29 15:04:52 	2022-03-29 15:06:33 	199.0 \ 199.0 	0.25169000 	0.25325000 	2.50531723 	2.77556402 	0.27 	10.8% 	(strategy <d150s1.5 M+>) 	Auto Price Down 	-0.09 	0.62 	0.01 	2.05 	0.53 	0.2 	3.98 	0.09 	9.55 	5.76 	4.18 	3.5 	3.62 	0.62 	0.13 	0 	15.26 	9.2 m 	45.7 m
HBAR 	2022-03-29 15:04:49 	2022-03-29 15:06:33 	397.0 \ 397.0 	0.25194000 	0.25314000 	5.00300940 	5.39920273 	0.4 	7.9% 	(strategy <d120s1 M+>) 	Auto Price Down 	-0.1 	0.62 	0.01 	2.05 	0.62 	0.19 	3.94 	0.13 	9.55 	5.76 	4.18 	3.5 	3.62 	0.56 	0.12 	0 	15.18 	9.2 m 	45.7 m
HBAR 	2022-03-29 15:04:47 	2022-03-29 15:06:36 	397.0 \ 397.0 	0.25209000 	0.25342000 	5.00598809 	5.45372314 	0.45 	8.9% 	(strategy <d150s1.2 M+>) 	Auto Price Down 	-0.1 	0.62 	0.01 	2.04 	0.55 	0.19 	3.94 	0.13 	9.55 	5.76 	4.18 	3.5 	3.62 	0.52 	0.12 	0 	15.47 	9.2 m 	45.7 m
HBAR 	2022-03-29 15:04:45 	2022-03-29 15:06:35 	397.0 \ 397.0 	0.25217000 	0.25337000 	5.00757673 	5.40369701 	0.4 	7.9% 	(strategy <d150s1 M+>) 	Auto Price Down 	-0.1 	0.62 	0.01 	2.04 	0.76 	0.19 	3.94 	0.13 	9.55 	5.76 	4.18 	3.5 	3.62 	0.44 	0.12 	0 	14.65 	9.2 m 	45.7 m
FLOW 	2022-03-29 15:00:23 	2022-03-29 15:03:04 	13.7 \ 13.7 	7.29700000 	7.32300000 	5.00044438 	5.27652681 	0.28 	5.5% 	(strategy <d180s1 M+>) 	Auto Price Down 	-0.15 	0.59 	0.1 	2.1 	0.5 	0.18 	1.85 	0.24 	9.71 	3.03 	2.1 	1.44 	1.5 	0.59 	0.09 	0.01 	0.73 	3.2 m 	63.2 m
FLOW 	2022-03-29 15:00:20 	2022-03-29 15:03:06 	13.7 \ 13.7 	7.29900000 	7.32500000 	5.00181493 	5.27787544 	0.28 	5.5% 	(strategy <d120s1 M+>) 	Auto Price Down 	-0.15 	0.59 	0.05 	2.08 	0.5 	0.18 	1.85 	0.24 	9.71 	3.03 	2.1 	1.44 	1.5 	0.59 	0.09 	0.01 	0.73 	3.2 m 	63.2 m
FLOW 	2022-03-29 15:00:16 	2022-03-29 15:03:06 	13.7 \ 13.7 	7.29900000 	7.32500000 	5.00181493 	5.27787544 	0.28 	5.5% 	(strategy <d150s1 M+>) 	Auto Price Down 	-0.15 	0.59 	0.05 	2.08 	0.52 	0.19 	1.85 	0.24 	9.71 	3.03 	2.1 	1.44 	1.5 	0.6 	0.09 	0.01 	0.73 	3.2 m 	63.2 m
AAVE 	2022-03-29 14:58:12 	2022-03-29 15:00:14 	0.5 \ 0.5 	199.47000000 	200.33000000 	4.98874470 	5.33878473 	0.35 	7.0% 	(strategy <d120s1 M+>) 	Auto Price Down 	-0.2 	0.54 	0.11 	2.17 	0.41 	0.25 	10.79 	0.22 	19.1 	11.08 	11.03 	5.25 	2.1 	0.93 	0.06 	0 	11.4 	72.3 m 	262.1 m
THETA 	2022-03-29 14:57:07 	2022-03-29 15:06:05 	25.1 \ 25.1 	3.97800000 	3.98600000 	4.99438696 	5.11522843 	0.12 	2.4% 	(strategy <d180s1 M+>) 	Auto Price Down 	-0.17 	0.59 	0.08 	2.1 	1.58 	0.26 	5.72 	0.19 	15.32 	7.59 	6.12 	1.84 	1.38 	0.4 	0.07 	0.01 	0.55 	31.0 m 	260.1 m
THETA 	2022-03-29 14:57:07 	2022-03-29 15:06:05 	25.1 \ 25.1 	3.97800000 	3.98600000 	4.99438696 	5.11522843 	0.12 	2.4% 	(strategy <d180s1.2 M+>) 	Auto Price Down 	-0.17 	0.58 	0.07 	2.09 	1.23 	0.26 	5.77 	0.14 	15.32 	7.59 	6.12 	1.84 	1.38 	0.49 	0.09 	0 	0.55 	31.0 m 	260.1 m
NEO 	2022-03-29 14:55:42 	2022-03-29 14:59:27 	3.64 \ 3.64 	27.49300000 	27.59600000 	5.00572749 	5.30043794 	0.29 	5.9% 	(strategy <d120s1.2 M+>) 	Auto Price Down 	-0.17 	0.58 	0.09 	2.12 	0.26 	0.26 	6.77 	0.66 	17.58 	9.99 	7.7 	2.47 	2.01 	1.13 	0.06 	0 	7.23 	20.3 m 	73.6 m
NEO 	2022-03-29 14:55:19 	2022-03-29 15:00:13 	3.63 \ 3.63 	27.56000000 	27.65000000 	5.00414086 	5.25067597 	0.25 	4.9% 	(strategy <d150s1.2 M+>) 	Auto Price Down 	-0.17 	0.59 	0.07 	2.1 	0.31 	0.26 	6.98 	0.46 	17.58 	9.99 	7.7 	2.14 	1.7 	0.89 	0.09 	0.01 	3.6 	20.3 m 	73.6 m
NEO 	2022-03-29 14:55:13 	2022-03-29 15:00:13 	3.61 \ 3.61 	27.69400000 	27.74900000 	5.00076651 	5.11925685 	0.12 	2.4% 	(strategy <d150s1 M+>) 	Auto Price Down 	-0.11 	0.65 	0.15 	2.17 	0.54 	0.26 	7.31 	0.16 	17.58 	9.99 	7.73 	1.89 	1.31 	0.74 	0.05 	0 	2.61 	20.3 m 	73.6 m
NEO 	2022-03-29 14:55:12 	2022-03-29 15:00:13 	3.61 \ 3.61 	27.69400000 	27.74900000 	5.00076651 	5.11925685 	0.12 	2.4% 	(strategy <d120s1 M+>) 	Auto Price Down 	-0.11 	0.65 	0.15 	2.16 	0.2 	0.26 	7.31 	0.16 	17.58 	9.99 	7.73 	1.89 	1.31 	0.8 	0.05 	0 	2.61 	17.7 m 	70.5 m
NEO 	2022-03-29 14:55:09 	2022-03-29 15:00:13 	3.61 \ 3.61 	27.72300000 	27.77800000 	5.00600310 	5.12440969 	0.12 	2.4% 	(strategy <d180s1 M+>) 	Auto Price Down 	-0.18 	0.58 	0.04 	2.06 	0.77 	0.26 	6.98 	0.46 	17.58 	9.99 	7.7 	1.63 	1.31 	0.5 	0.09 	0.01 	2.66 	20.3 m 	73.6 m
THETA 	2022-03-29 14:54:27 	2022-03-29 15:00:55 	25.1 \ 25.1 	3.98700000 	3.94700000 	5.00568647 	3.92202915 	-1.08 	-21.6% 	(strategy <d150s1 M+>) 	StopLoss AutoActivated on price drop: BID = 3.9480 BidEMA: 3.9480 LastPrice = 3.9490 BuyPrice = 3.9870 (strategy <d150s1 M+>); StopLoss fixed: 3.9551 AllowedDrop: BUY -14.0% spread 	-0.1 	0.66 	0.14 	2.17 	0.51 	0.26 	5.72 	0.19 	15.32 	7.59 	6.12 	1.82 	1.15 	0.48 	0.06 	0 	1.57 	31.0 m 	260.1 m
THETA 	2022-03-29 14:54:24 	2022-03-29 15:00:55 	25.1 \ 25.1 	3.98700000 	3.94800000 	5.00568647 	3.94711911 	-1.06 	-21.1% 	(strategy <d120s1 M+>) 	StopLoss AutoActivated on price drop: BID = 3.9480 BidEMA: 3.9480 LastPrice = 3.9490 BuyPrice = 3.9870 (strategy <d120s1 M+>); StopLoss fixed: 3.9551 AllowedDrop: BUY -14.0% spread 	-0.11 	0.65 	0.14 	2.17 	0.47 	0.26 	5.72 	0.19 	15.32 	7.59 	6.12 	1.82 	1.15 	0.56 	0.05 	0 	1.39 	31.0 m 	260.1 m
COTI 	2022-03-29 14:53:55 	2022-03-29 14:55:05 	347.0 \ 347.0 	0.28830000 	0.28997000 	5.00400580 	5.50323196 	0.5 	10.0% 	(strategy <d150s1.2 M+>) 	Auto Price Down 	-0.16 	0.6 	0.12 	2.14 	0.52 	0.26 	4.85 	0.52 	16.76 	6.29 	5.45 	4.37 	1.55 	0.44 	0.02 	0 	0.78 	5.3 m 	67.6 m
AAVE 	2022-03-29 14:53:54 	2022-03-29 14:54:03 	0.5 \ 0.5 	199.81000000 	200.97000000 	4.99724810 	5.49709213 	0.5 	10.0% 	(strategy <d120s1 M+>) 	Sell Price 	-0.16 	0.6 	0.12 	2.14 	0.55 	0.26 	10.9 	0.12 	19.1 	11.08 	11.03 	7.95 	3.78 	1.57 	0.02 	0 	24.99 	72.3 m 	262.1 m
COTI 	2022-03-29 14:53:52 	2022-03-29 14:55:05 	347.0 \ 347.0 	0.28832000 	0.28985000 	5.00435294 	5.45501298 	0.45 	9.0% 	(strategy <d150s1 M+>) 	Auto Price Down 	-0.16 	0.6 	0.12 	2.14 	0.61 	0.26 	4.85 	0.52 	16.76 	6.29 	5.45 	4.37 	1.55 	0.4 	0.02 	0 	0.76 	5.3 m 	67.6 m
COTI 	2022-03-29 14:53:17 	2022-03-29 14:55:18 	346.0 \ 346.0 	0.28884000 	0.29007000 	4.99893077 	5.34438966 	0.35 	6.9% 	(strategy <d120s1 M+>) 	Auto Price Down 	-0.15 	0.61 	0.14 	2.15 	2.09 	0.26 	4.88 	0.48 	16.76 	6.29 	5.45 	4.37 	1.55 	0.52 	0.05 	0 	2.06 	5.3 m 	67.6 m
CELO 	2022-03-29 14:50:55 	2022-03-29 14:55:33 	28.3 \ 28.3 	3.53600000 	3.54300000 	5.00544138 	5.12340713 	0.12 	2.4% 	(strategy <d180s1 M+>) 	Auto Price Down 	-0.19 	0.57 	0.09 	2.13 	1.11 	0.35 	10.46 	0.63 	19.91 	13.36 	11.53 	5.52 	1.44 	0.62 	0.13 	0 	2.35 	40.3 m 	122.2 m
AUDIO 	2022-03-29 14:50:35 	2022-03-29 15:00:40 	87.0 \ 87.0 	1.15300000 	1.14310000 	5.01755622 	4.07635197 	-0.94 	-18.8% 	(strategy <d180s1 M+>) 	StopLoss AutoActivated on price drop: BID = 1.1431 BidEMA: 1.1431 LastPrice = 1.1431 BuyPrice = 1.1530 (strategy <d180s1 M+>); StopLoss fixed: 1.1438 AllowedDrop: BUY -14.0% spread 	-0.12 	0.65 	0.18 	2.19 	1.17 	0.37 	1.19 	0.67 	20.79 	5.48 	1.94 	1.22 	1.28 	0.4 	0.07 	0 	0.54 	3.3 m 	91.4 m
ATA 	2022-03-29 14:49:22 	2022-03-29 14:55:39 	202.0 \ 202.0 	0.49480000 	0.49680000 	4.99947899 	5.32335774 	0.32 	6.5% 	(strategy <d120s2 M+>) 	Auto Price Down 	-0.13 	0.64 	0.24 	2.19 	0.17 	0.4 	4.05 	0.99 	17.84 	6.36 	5.09 	2.99 	2.47 	1.15 	0.19 	0 	3.33 	5.3 m 	64.3 m
NEO 	2022-03-29 14:48:43 	2022-03-29 14:50:30 	3.59 \ 3.59 	27.87000000 	28.00400000 	5.00466607 	5.40549103 	0.4 	8.0% 	(strategy <d150s1 M+>) 	Auto Price Down 	-0.24 	0.53 	0.19 	2.24 	0.22 	0.39 	7.16 	0.33 	17.58 	9.99 	7.73 	7.17 	1.08 	0.79 	0.17 	0 	3.09 	17.7 m 	70.5 m
1INCH 	2022-03-29 14:48:39 	2022-03-29 14:53:35 	54.0 \ 54.0 	1.86690000 	1.87330000 	5.04264625 	5.30745796 	0.26 	5.3% 	(strategy <d150s1.2 M+>) 	Auto Price Down 	-0.22 	0.55 	0.35 	2.38 	0.13 	0.39 	4.89 	0.27 	10.52 	5.18 	5.17 	3.61 	2.44 	0.61 	0.18 	0 	5.17 	7.3 m 	65.6 m
ATA 	2022-03-29 14:48:34 	2022-03-29 14:56:47 	201.0 \ 201.0 	0.49850000 	0.49950000 	5.01192897 	5.13268980 	0.12 	2.4% 	(strategy <d120s1.2 M+>) 	Auto Price Down 	-0.22 	0.55 	0.35 	2.38 	0.15 	0.39 	3.81 	1.21 	17.84 	6.36 	5.09 	2.99 	2.14 	1.38 	0.18 	0 	3.74 	5.3 m 	64.3 m
ONE 	2022-03-29 14:48:25 	2022-03-29 14:52:58 	599.0 \ 599.0 	0.16707000 	0.16740000 	5.00574800 	5.12327902 	0.12 	2.3% 	(strategy <d120s1 M+>) 	Auto Price Down 	-0.22 	0.55 	0.35 	2.38 	0.3 	0.39 	2.65 	0.4 	13.44 	4.89 	3.12 	1.21 	1.07 	0.89 	0.18 	0 	5.1 	9.6 m 	149.2 m
SKL 	2022-03-29 14:48:23 	2022-03-29 14:49:20 	486.0 \ 486.0 	0.20583000 	0.20768000 	5.00366967 	5.82238336 	0.82 	16.4% 	(strategy <d150s2 M+>) 	Sell Price 	-0.22 	0.55 	0.35 	2.38 	0.3 	0.39 	10.49 	1.42 	20.07 	12.09 	12.09 	8.18 	4.42 	0.87 	0.17 	0 	6.29 	6.3 m 	85.8 m
1INCH 	2022-03-29 14:48:13 	2022-03-29 14:53:35 	53.0 \ 53.0 	1.86990000 	1.87540000 	4.95721709 	5.16931677 	0.21 	4.3% 	(strategy <d120s1.2 M+>) 	Auto Price Down 	-0.07 	0.71 	0.54 	2.52 	0.59 	0.33 	4.88 	0.28 	10.52 	5.18 	5.17 	3.61 	3.19 	0.97 	0.04 	0 	5.57 	7.3 m 	65.6 m
1INCH 	2022-03-29 14:48:10 	2022-03-29 14:53:43 	27.0 \ 27.0 	1.87390000 	1.87860000 	2.53077691 	2.61714992 	0.09 	3.4% 	(strategy <d150s1.5 M+>) 	Auto Price Down 	-0.13 	0.64 	0.46 	2.46 	1.03 	0.35 	4.88 	0.28 	10.52 	5.18 	5.17 	3.61 	2.66 	0.51 	0.14 	0 	5.17 	7.3 m 	65.6 m
NEAR 	2022-03-29 14:47:49 	2022-03-29 14:54:12 	7.0 \ 7.0 	13.50700000 	13.53400000 	4.72934098 	4.84262621 	0.11 	2.4% 	(strategy <d150s1.2 M+>) 	Auto Price Down 	-0.11 	0.67 	0.56 	2.51 	0.4 	0.33 	2.95 	0.14 	9.5 	4.23 	3.19 	2.33 	1.69 	0.82 	0.08 	0 	2.39 	54.1 m 	466.8 m
NEAR 	2022-03-29 14:47:44 	2022-03-29 14:54:12 	7.0 \ 7.0 	13.50700000 	13.53400000 	4.72934098 	4.84262621 	0.11 	2.4% 	(strategy <d120s1.2 M+>) 	Auto Price Down 	-0.08 	0.7 	0.56 	2.51 	0.38 	0.33 	2.95 	0.14 	9.5 	4.23 	3.19 	2.33 	1.69 	0.84 	0.05 	0 	2.44 	54.1 m 	466.8 m
SKL 	2022-03-29 14:46:43 	2022-03-29 14:50:51 	484.0 \ 484.0 	0.20645000 	0.20176000 	4.99808844 	2.64909901 	-2.35 	-47.0% 	(strategy <d120s3 M+>) 	StopLoss AutoActivated on price drop: BID = 0.2018 BidEMA: 0.2018 LastPrice = 0.2018 BuyPrice = 0.2064 (strategy <d120s3 M+>); StopLoss fixed: 0.2023 AllowedDrop: BUY -15.0% spread 	-0.05 	0.73 	0.6 	2.55 	0.68 	0.33 	11.24 	0.76 	20.07 	12.09 	12.09 	9.4 	4.55 	1.86 	0.04 	0 	10.67 	6.3 m 	85.8 m
1INCH 	2022-03-29 14:46:43 	2022-03-29 14:53:43 	53.0 \ 53.0 	1.87590000 	1.87970000 	4.97312345 	5.09490477 	0.12 	2.4% 	(strategy <d120s1 M+>) 	Auto Price Down 	-0.05 	0.73 	0.59 	2.56 	0.48 	0.33 	4.8 	0.36 	10.52 	5.18 	5.17 	3.79 	3.19 	1.93 	0.03 	0 	26.06 	7.3 m 	65.6 m
SKL 	2022-03-29 14:46:30 	2022-03-29 14:48:21 	239.0 \ 239.0 	0.20897000 	0.20565000 	2.49819038 	1.66507272 	-0.83 	-33.3% 	(strategy <d120s1.5 M+>) 	StopLoss AutoActivated on price drop: BID = 0.2057 BidEMA: 0.2057 LastPrice = 0.2058 BuyPrice = 0.2090 (strategy <d120s1.5 M+>); StopLoss fixed: 0.2065 AllowedDrop: BUY -15.0% spre 	-0.02 	0.76 	0.66 	2.58 	0.57 	0.33 	11.05 	0.92 	20.07 	12.09 	12.09 	9.91 	4.55 	2.48 	0.1 	0 	9.26 	6.3 m 	85.8 m
SKL 	2022-03-29 14:46:30 	2022-03-29 14:48:23 	479.0 \ 479.0 	0.20879000 	0.20577000 	5.00252071 	3.47651104 	-1.53 	-30.5% 	(strategy <d120s1.2 M+>) 	StopLoss AutoActivated on price drop: BID = 0.2058 BidEMA: 0.2058 LastPrice = 0.2058 BuyPrice = 0.2088 (strategy <d120s1.2 M+>); StopLoss fixed: 0.2063 AllowedDrop: BUY -15.0% spre 	-0.02 	0.76 	0.65 	2.57 	1.35 	0.33 	11.05 	0.92 	20.07 	12.09 	12.09 	9.91 	4.55 	2.48 	0.11 	0 	9.26 	6.3 m 	85.8 m
